Name;Full Name;Nationality;Age;Height;Current Team;Shirt Number;Apps;Mins;Mins/App;Goals;Goals/App;Assists;Assists/App;Yel;Yel/App;Red;Red/App;Shots per Game;Pass Success Percentage;Aerials Won;Forward;Midfielder;Defender;Goalkeeper
Álvaro Tejero;;Spain;28;174;Espanyol;12;32;2166;67.6875;1;0.03125;2;0.0625;5;0.15625;0;0;0.5;73.6;0.9;0;0;1;0
Leandro Cabrera;;Uruguay;33;190;Espanyol;6;165;14191;86.0060606060606;7;0.0424242424242424;2;0.0121212121212121;34;0.206060606060606;3;0.0181818181818182;0.6;65;2.8;0;0;1;0
José Gragera;;Spain;24;186;Espanyol;15;19;1033;54.3684210526316;1;0.0526315789473684;0;0;2;0.105263157894737;0;0;0.3;86.8;1.2;0;1;0;0
Alejo Véliz;;Argentina;21;186;Espanyol;9;78;4391;56.2948717948718;19;0.243589743589744;0;0;11;0.141025641025641;0;0;1.6;59.5;3.1;1;0;0;0
Sergi Gómez;;Spain;32;185;Espanyol;3;256;19959;77.96484375;2;0.0078125;4;0.015625;25;0.09765625;6;0.0234375;0.3;86.1;1.7;0;0;1;0
Pol Lozano;;Spain;25;177;Espanyol;10;23;1136;49.3913043478261;0;0;0;0;5;0.217391304347826;1;0.0434782608695652;0.2;84.4;0.3;0;1;0;0
Irvin Cardona;;France;27;185;Espanyol;24;125;5735;45.88;19;0.152;7;0.056;11;0.088;0;0;1.3;66.5;0.6;1;1;0;0
Walid Cheddira;;Morocco;26;187;Espanyol;11;49;2564;52.3265306122449;7;0.142857142857143;2;0.0408163265306122;2;0.0408163265306122;1;0.0204081632653061;1.4;68;1;1;0;0;0
Rafael Bauza;;;19;183;Espanyol;35;1;62;62;0;0;0;0;1;1;0;0;1;82.4;3;0;1;0;0
Justin Smith;;France;21;190;Espanyol;40;1;28;28;0;0;0;0;0;0;0;0;0;40;0;0;1;0;0
Brian Oliván;;Spain;30;177;Espanyol;14;66;4933;74.7424242424243;2;0.0303030303030303;8;0.121212121212121;14;0.212121212121212;0;0;0.5;69.7;0.6;0;0;1;0
Naci Ünüvar;;Netherlands;21;168;Espanyol;37;31;809;26.0967741935484;4;0.129032258064516;4;0.129032258064516;0;0;1;0.032258064516129;1.2;81;0.1;0;1;0;0
Álvaro Aguado;;Spain;28;174;Espanyol;18;42;2175;51.7857142857143;1;0.0238095238095238;2;0.0476190476190476;4;0.0952380952380952;0;0;0.6;84;0.4;0;1;0;0
Antoniu Roca;;Spain;22;;Espanyol;31;4;56;14;0;0;0;0;2;0.5;0;0;0.8;38.5;0;1;0;0;0
Pere Milla;;Spain;32;184;Espanyol;11;109;6052;55.5229357798165;18;0.165137614678899;7;0.0642201834862385;20;0.18348623853211;0;0;0.9;70.9;1.1;1;1;0;0
Ardian Ismajli;;Albania;28;185;Empoli;34;118;9370;79.406779661017;3;0.0254237288135593;1;0.00847457627118644;17;0.14406779661017;1;0.00847457627118644;0.3;85;2.3;0;0;1;0
Sebastiano Esposito;;Italy;22;186;Empoli;99;36;1355;37.6388888888889;4;0.111111111111111;0;0;2;0.0555555555555556;0;0;1.1;67.4;0.3;1;0;0;0
Mattia Viti;;Italy;22;190;Empoli;21;56;4190;74.8214285714286;2;0.0357142857142857;0;0;1;0.0178571428571429;1;0.0178571428571429;0.3;83.8;1.3;0;0;1;0
Emmanuel Gyasi;;Ghana;30;181;Empoli;11;153;11684;76.3660130718954;15;0.0980392156862745;8;0.0522875816993464;35;0.228758169934641;0;0;0.8;81.3;0.7;1;1;0;0
Giuseppe Pezzella;;Italy;26;185;Empoli;3;165;9643;58.4424242424242;1;0.00606060606060606;8;0.0484848484848485;27;0.163636363636364;2;0.0121212121212121;0.3;76.1;0.6;0;1;1;0
Devis Vásquez;;Colombia;26;195;Empoli;23;22;2011;91.4090909090909;0;0;0;0;3;0.136363636363636;0;0;0;57.5;0.3;0;0;0;1
Tino Anjorin;;England;22;185;Empoli;;47;1902;40.468085106383;5;0.106382978723404;2;0.0425531914893617;2;0.0425531914893617;0;0;0.8;81.6;0.7;0;1;0;0
Saba Goglichidze;;Georgia;20;193;Empoli;2;10;713;71.3;0;0;0;0;0;0;1;0.1;0;83.8;1;0;0;1;0
Jacopo Fazzini;;Italy;21;178;Empoli;10;59;2599;44.0508474576271;1;0.0169491525423729;1;0.0169491525423729;12;0.203389830508475;0;0;0.8;77.4;0.6;0;1;0;0
Alberto Grassi;;Italy;29;183;Empoli;5;197;12151;61.6802030456853;5;0.0253807106598985;4;0.0203045685279188;32;0.16243654822335;3;0.0152284263959391;0.8;82.2;1.1;0;1;0;0
Liam Henderson;;Scotland;28;183;Empoli;6;83;4061;48.9277108433735;2;0.0240963855421687;5;0.0602409638554217;17;0.204819277108434;0;0;0.8;77.8;0.3;0;1;0;0
Lorenzo Colombo;;Italy;22;186;Empoli;29;78;3861;49.5;11;0.141025641025641;4;0.0512820512820513;8;0.102564102564103;0;0;1.4;66.4;1.1;1;0;0;0
Pietro Pellegri;;Italy;23;196;Empoli;9;96;2478;25.8125;11;0.114583333333333;1;0.0104166666666667;15;0.15625;1;0.0104166666666667;0.6;64.9;0.7;1;0;0;0
Youssef Maleh;;Italy;26;179;Empoli;93;94;5105;54.3085106382979;2;0.0212765957446809;5;0.0531914893617021;22;0.234042553191489;0;0;0.6;79;0.5;0;1;0;0
Mattia De Sciglio;;Italy;32;182;Empoli;22;265;18948;71.5018867924528;2;0.00754716981132076;11;0.0415094339622642;28;0.105660377358491;5;0.0188679245283019;0.3;82.7;1;0;1;1;0
Ola Solbakken;;Norway;26;189;Empoli;17;36;1487;41.3055555555556;1;0.0277777777777778;3;0.0833333333333333;4;0.111111111111111;0;0;0.5;70.6;0.3;0;1;0;0
Liberato Cacace;;New Zealand;24;183;Empoli;13;134;8621;64.3358208955224;0;0;4;0.0298507462686567;21;0.156716417910448;0;0;0.7;78.7;0.5;0;1;1;0
Nicolas Haas;;Switzerland;28;178;Empoli;32;60;2706;45.1;1;0.0166666666666667;3;0.05;7;0.116666666666667;0;0;0.3;79.8;0.3;0;1;0;0
Emmanuel Ekong;;Sweden;22;176;Empoli;19;12;123;10.25;0;0;0;0;0;0;0;0;0.3;68.6;0.2;1;0;0;0
Luca Marianucci;;Italy;20;;Empoli;35;1;6;6;0;0;0;0;0;0;0;0;0;100;1;0;0;1;0
Ismael Konaté;;;18;;Empoli;90;1;4;4;0;0;0;0;0;0;0;0;0;33.3;1;1;0;0;0
Francesco Caputo;;Italy;37;181;Empoli;9;207;15784;76.2512077294686;69;0.333333333333333;24;0.115942028985507;10;0.0483091787439614;0;0;1.8;76.7;0.6;1;0;0;0
Junior Sambia;;France;28;185;Empoli;7;183;8754;47.8360655737705;5;0.0273224043715847;15;0.0819672131147541;21;0.114754098360656;2;0.0109289617486339;0.7;81.3;0.8;0;1;1;0
Alex Iwobi;;Nigeria;28;180;Fulham;17;320;21033;65.728125;30;0.09375;35;0.109375;8;0.025;1;0.003125;1.2;81.7;0.2;0;1;1;0
Antonee Robinson;;USA;27;183;Fulham;33;254;21732;85.5590551181102;4;0.015748031496063;21;0.0826771653543307;41;0.161417322834646;1;0.00393700787401575;0.3;72.9;1.2;0;1;1;0
Adama Traoré;;Spain;28;178;Fulham;11;302;15921;52.7185430463576;21;0.0695364238410596;35;0.115894039735099;19;0.0629139072847682;2;0.00662251655629139;0.9;75.8;1;1;1;0;0
Emile Smith Rowe;;England;24;182;Fulham;32;145;7742;53.3931034482759;22;0.151724137931034;17;0.117241379310345;3;0.0206896551724138;0;0;1.1;87.2;0.2;0;1;0;0
Kenny Tete;;Netherlands;29;180;Fulham;2;214;15540;72.6168224299066;6;0.0280373831775701;17;0.0794392523364486;31;0.144859813084112;1;0.00467289719626168;0.5;81.2;1;0;1;1;0
Raúl Jiménez;;Mexico;33;190;Fulham;7;294;17834;60.6598639455782;79;0.268707482993197;34;0.115646258503401;28;0.0952380952380952;3;0.0102040816326531;2;71.1;1.7;1;0;0;0
Andreas Pereira;Andreas Hugo Hoelgebaum Pereira;Brazil;28;178;Fulham;18;267;16005;59.9438202247191;25;0.0936329588014981;29;0.108614232209738;52;0.194756554307116;2;0.00749063670411985;1.3;77.3;0.4;0;1;0;0
Bernd Leno;;Germany;32;189;Fulham;1;491;44167;89.9531568228106;0;0;2;0.00407331975560081;19;0.0386965376782077;1;0.00203665987780041;0;67.9;0.3;0;0;0;1
Sasa Lukic;;Serbia;28;183;Fulham;20;250;15624;62.496;15;0.06;7;0.028;59;0.236;1;0.004;0.6;87.1;0.7;0;1;0;0
Reiss Nelson;;England;24;175;Fulham;19;137;4878;35.6058394160584;18;0.131386861313869;12;0.0875912408759124;6;0.0437956204379562;0;0;1;88.1;0.1;0;1;0;0
Sander Berge;;Norway;26;195;Fulham;16;210;16236;77.3142857142857;18;0.0857142857142857;14;0.0666666666666667;23;0.10952380952381;1;0.00476190476190476;0.8;85;1.5;0;1;0;0
Timothy Castagne;;Belgium;28;185;Fulham;21;257;20057;78.0428015564202;14;0.0544747081712062;17;0.066147859922179;22;0.0856031128404669;0;0;0.4;83.1;1.2;0;1;1;0
Calvin Bassey;;Nigeria;24;185;Fulham;3;133;10641;80.0075187969925;2;0.0150375939849624;8;0.0601503759398496;17;0.12781954887218;1;0.0075187969924812;0.3;85.4;1.3;0;0;1;0
Rodrigo Muniz;Rodrigo Muniz Carvalho;Brazil;23;178;Fulham;9;104;4386;42.1730769230769;22;0.211538461538462;3;0.0288461538461538;6;0.0576923076923077;0;0;1.9;66.3;2.1;1;0;0;0
Harry Wilson;;Wales;27;173;Fulham;8;264;16939;64.1628787878788;62;0.234848484848485;50;0.189393939393939;37;0.140151515151515;2;0.00757575757575758;1.8;77.7;0.3;0;1;0;0
Issa Diop;;France;27;194;Fulham;31;248;21030;84.7983870967742;15;0.0604838709677419;4;0.0161290322580645;46;0.185483870967742;3;0.0120967741935484;0.3;81.8;1.7;0;0;1;0
Tom Cairney;;Scotland;33;185;Fulham;10;403;28565;70.8808933002481;53;0.13151364764268;45;0.11166253101737;35;0.086848635235732;2;0.00496277915632754;1.3;89.1;0.6;0;1;0;0
Harrison Reed;;England;29;181;Fulham;6;267;17819;66.7378277153558;7;0.0262172284644195;20;0.0749063670411985;44;0.164794007490637;1;0.00374531835205993;0.5;84.4;0.6;0;1;1;0
Jay Stansfield;;England;21;;Birmingham;28;97;6850;70.6185567010309;28;0.288659793814433;10;0.103092783505155;21;0.216494845360825;0;0;1.9;61.4;0.2;1;1;0;0
Jorge Cuenca;;Spain;24;190;Fulham;15;79;5729;72.5189873417722;4;0.0506329113924051;1;0.0126582278481013;15;0.189873417721519;2;0.0253164556962025;0.5;77.6;2.1;0;0;1;0
Marcelo;Marcelo dos Santos Ferreira;Brazil;35;182;Moreirense;44;162;13727;84.7345679012346;3;0.0185185185185185;3;0.0185185185185185;38;0.234567901234568;2;0.0123456790123457;0.4;81.4;2.5;0;0;1;0
Rúben Ismael;Rúben Ismael Valente Ramos;Portugal;25;184;Moreirense;6;39;1785;45.7692307692308;1;0.0256410256410256;1;0.0256410256410256;8;0.205128205128205;0;0;0.3;83;0.5;0;1;0;0
Luís Asué;;Equatorial Guinea;23;184;Moreirense;9;33;1790;54.2424242424242;4;0.121212121212121;1;0.0303030303030303;4;0.121212121212121;0;0;1.6;70.1;1.8;1;0;0;0
Carlos Ponck;Carlos dos Santos Rodrigues;Cape Verde;29;183;Moreirense;14;206;16309;79.1699029126214;4;0.0194174757281553;2;0.00970873786407767;30;0.145631067961165;0;0;0.4;83.6;1.7;0;0;1;0
Madson;Madson de Souza Silva;;25;164;Moreirense;31;36;2098;58.2777777777778;7;0.194444444444444;1;0.0277777777777778;2;0.0555555555555556;0;0;1.7;71.1;0.7;0;1;0;0
Godfried Frimpong;;;25;180;Moreirense;23;54;3581;66.3148148148148;1;0.0185185185185185;3;0.0555555555555556;7;0.12962962962963;0;0;0.1;74.8;0.7;0;0;1;0
Dinis Pinto;Dinis Lourenço Casals Namura Borges Pinto;Portugal;24;178;Moreirense;76;21;1388;66.0952380952381;1;0.0476190476190476;3;0.142857142857143;5;0.238095238095238;0;0;0.3;76.5;0.7;0;0;1;0
Maracás;Jóbson de Brito Gonzaga;Brazil;30;184;Moreirense;26;128;10845;84.7265625;6;0.046875;1;0.0078125;25;0.1953125;4;0.03125;0.4;85.4;2.3;0;0;1;0
Kewin;Kewin Oliveira Silva;Brazil;29;189;Moreirense;40;59;5208;88.271186440678;0;0;0;0;7;0.11864406779661;0;0;0;63.9;0.4;0;0;0;1
Alan;Alan de Souza Guimarães;;24;161;Moreirense;11;43;3231;75.1395348837209;4;0.0930232558139535;6;0.13953488372093;8;0.186046511627907;0;0;1.3;86.3;0.1;0;1;0;0
Lawrence Ofori;;Ghana;26;181;Moreirense;80;56;3614;64.5357142857143;2;0.0357142857142857;3;0.0535714285714286;11;0.196428571428571;0;0;0.4;89.5;0.1;0;1;0;0
Guilherme Schettine;Guilherme Schettine Guimarães;Brazil;29;180;Moreirense;95;113;5403;47.8141592920354;22;0.194690265486726;3;0.0265486725663717;18;0.15929203539823;2;0.0176991150442478;1.5;70.1;1.1;1;0;0;0
Gabrielzinho;Gabriel Airton de Souza;Brazil;28;171;Moreirense;77;90;3888;43.2;6;0.0666666666666667;5;0.0555555555555556;7;0.0777777777777778;0;0;0.6;75.3;0.3;0;1;0;0
Benny;Bernardo Sousa Pereira Brites Martins;Portugal;26;176;Moreirense;20;14;449;32.0714285714286;1;0.0714285714285714;2;0.142857142857143;2;0.142857142857143;1;0.0714285714285714;0.6;80;0.2;0;1;0;0
Fabiano;Fabiano Josué de Souza Silva;;24;175;Moreirense;2;94;7055;75.0531914893617;1;0.0106382978723404;4;0.0425531914893617;23;0.24468085106383;0;0;0.3;76.9;0.6;0;1;1;0
Jeremy Antonisse;;;22;184;Moreirense;10;49;1673;34.1428571428571;1;0.0204081632653061;2;0.0408163265306122;4;0.0816326530612245;1;0.0204081632653061;0.9;78.7;0.5;0;1;0;0
Sidnei Tavares;Sidnei Wilson Vieira David Tavares;Portugal;23;188;Moreirense;;17;828;48.7058823529412;0;0;0;0;3;0.176470588235294;1;0.0588235294117647;0.3;84.2;0.2;0;1;0;0
Pedro Santos;Pedro Miguel Costa Santos;Portugal;21;178;Moreirense;21;9;186;20.6666666666667;0;0;0;0;2;0.222222222222222;0;0;0.1;77.8;0.2;1;0;0;0
Castro;André de Castro Pereira;Portugal;36;181;FC Porto B;8;346;24205;69.9566473988439;32;0.092485549132948;35;0.101156069364162;51;0.147398843930636;1;0.00289017341040462;1.2;79.8;0.9;0;1;0;0
Guilherme Liberato;Guilherme Liberato Tomas de Aquino;Brazil;23;184;Moreirense;28;4;42;10.5;0;0;0;0;0;0;0;0;0;85.3;0.5;0;1;0;0
Mohammed Amoura;;Algeria;24;170;Wolfsburg;9;46;3258;70.8260869565217;22;0.478260869565217;10;0.217391304347826;12;0.260869565217391;0;0;3.2;66.4;0.6;1;0;0;0
Maximilian Arnold;;Germany;30;184;Wolfsburg;27;391;30984;79.2429667519182;44;0.112531969309463;44;0.112531969309463;90;0.230179028132992;3;0.00767263427109974;1.3;83.2;0.9;0;1;0;0
Bence Dárdai;;Germany;18;188;Wolfsburg;24;11;370;33.6363636363636;1;0.0909090909090909;0;0;2;0.181818181818182;0;0;0.5;76.2;0.6;0;1;0;0
Denis Vavro;;Slovakia;28;189;Wolfsburg;18;71;4769;67.169014084507;0;0;0;0;7;0.0985915492957746;1;0.0140845070422535;0.5;84.1;1.7;0;0;1;0
Kamil Grabara;;Poland;25;195;Wolfsburg;1;53;4763;89.8679245283019;0;0;0;0;6;0.113207547169811;0;0;0;58.3;0.4;0;0;0;1
Konstantinos Koulierakis;;Greece;20;188;Wolfsburg;4;11;835;75.9090909090909;0;0;2;0.181818181818182;3;0.272727272727273;0;0;0.5;82;2.2;0;0;1;0
Tiago Tomás;Tiago Barreiros de Melo Tomás;Portugal;22;180;Wolfsburg;11;130;6131;47.1615384615385;14;0.107692307692308;6;0.0461538461538462;20;0.153846153846154;0;0;1.2;68.1;0.5;1;1;0;0
Jonas Wind;;Denmark;25;190;Wolfsburg;23;105;6652;63.352380952381;30;0.285714285714286;13;0.123809523809524;8;0.0761904761904762;0;0;1.7;71.1;2.5;1;1;0;0
Sebastiaan Bornauw;;Belgium;25;191;Wolfsburg;3;141;11204;79.4609929078014;12;0.0851063829787234;1;0.00709219858156028;26;0.184397163120567;1;0.00709219858156028;0.5;83.9;2.3;0;0;1;0
Joakim Mæhle;;Denmark;27;185;Wolfsburg;21;184;13268;72.1086956521739;18;0.0978260869565217;20;0.108695652173913;16;0.0869565217391304;1;0.00543478260869565;0.8;81.7;0.5;0;1;1;0
Mattias Svanberg;;Sweden;25;185;Wolfsburg;32;213;11966;56.1784037558685;18;0.0845070422535211;26;0.122065727699531;35;0.164319248826291;1;0.00469483568075117;1.3;77.6;0.6;0;1;0;0
Lovro Majer;;Croatia;26;178;Wolfsburg;19;138;7971;57.7608695652174;22;0.159420289855072;24;0.173913043478261;13;0.0942028985507246;0;0;1.2;81.5;0.2;0;1;0;0
Ridle Baku;;Germany;26;176;Wolfsburg;20;201;14733;73.2985074626866;21;0.104477611940299;17;0.0845771144278607;23;0.114427860696517;1;0.00497512437810945;0.9;77;0.7;0;1;1;0
Jakub Kaminski;;Poland;22;179;Wolfsburg;16;67;3800;56.7164179104478;4;0.0597014925373134;5;0.0746268656716418;2;0.0298507462686567;0;0;1;77.8;0.3;0;1;0;0
Cédric Zesiger;;Switzerland;26;194;Wolfsburg;5;42;3120;74.2857142857143;0;0;1;0.0238095238095238;11;0.261904761904762;0;0;0.5;81.2;1.6;0;0;1;0
Patrick Wimmer;;Austria;23;182;Wolfsburg;39;85;5026;59.1294117647059;9;0.105882352941176;15;0.176470588235294;21;0.247058823529412;2;0.0235294117647059;1.4;63;1.1;1;1;0;0
Yannick Gerhardt;;Germany;30;184;Wolfsburg;31;265;17396;65.6452830188679;21;0.0792452830188679;24;0.0905660377358491;28;0.105660377358491;1;0.00377358490566038;0.8;77.3;1.1;0;1;1;0
Kilian Fischer;;Germany;24;182;Wolfsburg;2;46;2425;52.7173913043478;0;0;1;0.0217391304347826;6;0.130434782608696;0;0;0.3;74.3;0.4;0;1;1;0
Aster Vranckx;;Belgium;22;183;Wolfsburg;6;97;4616;47.5876288659794;6;0.0618556701030928;2;0.0206185567010309;14;0.144329896907216;1;0.0103092783505155;0.6;81.4;0.6;0;1;0;0
Salih Özcan;;Turkey;26;182;Wolfsburg;8;224;13426;59.9375;8;0.0357142857142857;14;0.0625;32;0.142857142857143;1;0.00446428571428571;0.6;83;1.4;0;1;0;0
Lukas Nmecha;;Germany;25;185;Wolfsburg;10;157;9205;58.6305732484076;37;0.235668789808917;8;0.0509554140127389;20;0.127388535031847;0;0;1.7;70.5;1.2;1;1;0;0
Kevin Behrens;;Germany;33;184;Wolfsburg;17;202;11622;57.5346534653465;46;0.227722772277228;11;0.0544554455445545;27;0.133663366336634;0;0;1.6;64.3;5.5;1;0;0;0
Léo Scienza;Leonardo Weschenfelder Scienza;Brazil;26;175;FC Heidenheim;8;20;824;41.2;2;0.1;0;0;0;0;0;0;1.4;66.3;0.2;0;1;0;0
Jan Schöppner;;;25;190;FC Heidenheim;3;117;8744;74.7350427350427;6;0.0512820512820513;5;0.0427350427350427;14;0.11965811965812;0;0;0.8;72.2;1.9;0;1;0;0
Marvin Pieringer;;Germany;25;191;FC Heidenheim;18;108;6012;55.6666666666667;25;0.231481481481481;16;0.148148148148148;21;0.194444444444444;1;0.00925925925925926;1.7;68.5;1.8;1;1;0;0
Patrick Mainka;;Germany;30;194;FC Heidenheim;6;207;18493;89.3381642512077;15;0.072463768115942;6;0.0289855072463768;17;0.0821256038647343;0;0;0.7;82.7;4;0;0;1;0
Benedikt Gimber;;Germany;27;187;FC Heidenheim;5;193;15175;78.6269430051814;6;0.0310880829015544;5;0.0259067357512953;71;0.367875647668394;2;0.0103626943005181;0.7;73;3.4;0;1;1;0
Paul Wanner;;Germany;18;185;FC Heidenheim;10;46;2552;55.4782608695652;8;0.173913043478261;3;0.0652173913043478;4;0.0869565217391304;0;0;1.2;76.9;0.2;0;1;0;0
Adrian Beck;;Germany;27;186;FC Heidenheim;21;50;2509;50.18;5;0.1;4;0.08;2;0.04;0;0;0.9;75.2;1.1;0;1;0;0
Jonas Föhrenbach;;Germany;28;184;FC Heidenheim;19;186;14588;78.4301075268817;3;0.0161290322580645;9;0.0483870967741936;15;0.0806451612903226;0;0;0.4;72.2;1.3;0;1;1;0
Lennard Maloney;;USA;25;187;FC Heidenheim;33;73;5554;76.0821917808219;1;0.0136986301369863;2;0.0273972602739726;7;0.0958904109589041;0;0;0.3;73.7;2.4;0;1;1;0
Omar Traoré;;Germany;26;187;FC Heidenheim;23;40;3245;81.125;0;0;3;0.075;7;0.175;0;0;0.3;73.1;0.6;0;1;1;0
Marnon Busch;;Germany;29;182;FC Heidenheim;2;204;16376;80.2745098039216;5;0.0245098039215686;11;0.053921568627451;18;0.0882352941176471;2;0.00980392156862745;0.5;73.7;1;0;1;1;0
Mathias Honsak;;Austria;27;188;FC Heidenheim;17;155;7747;49.9806451612903;18;0.116129032258065;15;0.0967741935483871;6;0.0387096774193548;0;0;1.4;73.7;0.9;1;1;0;0
Kevin Müller;;Germany;33;190;FC Heidenheim;1;280;25147;89.8107142857143;0;0;1;0.00357142857142857;6;0.0214285714285714;0;0;0;70.5;0.3;0;0;0;1
Niklas Dorsch;;Germany;26;178;FC Heidenheim;39;166;12282;73.9879518072289;8;0.0481927710843374;9;0.0542168674698795;35;0.210843373493976;1;0.00602409638554217;0.6;86.3;0.4;0;1;0;0
Mikkel Kaufmann;;Denmark;23;190;FC Heidenheim;29;86;2954;34.3488372093023;13;0.151162790697674;7;0.0813953488372093;11;0.127906976744186;0;0;1;54.9;1.8;1;0;0;0
Maximilian Breunig;;Germany;24;195;FC Heidenheim;14;12;282;23.5;2;0.166666666666667;0;0;0;0;0;0;0.7;53.3;0.8;1;0;0;0
Luca Kerber;;Germany;22;180;FC Heidenheim;20;4;87;21.75;0;0;0;0;1;0.25;0;0;0.5;88.2;0.3;0;1;0;0
Sirlord Conteh;;Sierra Leone;28;178;FC Heidenheim;31;76;3136;41.2631578947368;9;0.118421052631579;7;0.0921052631578947;3;0.0394736842105263;1;0.0131578947368421;0.9;73.5;0.6;1;1;0;0
Tim Siersleben;;Germany;24;187;FC Heidenheim;4;60;3923;65.3833333333333;1;0.0166666666666667;1;0.0166666666666667;6;0.1;0;0;0.2;81.2;0.9;0;0;1;0
Denis Thomalla;;Germany;32;186;FC Heidenheim;11;203;11755;57.9064039408867;29;0.142857142857143;18;0.0886699507389163;7;0.0344827586206897;1;0.00492610837438424;1;71.4;2.2;1;1;0;0
Stefan Schimmer;;Germany;30;185;FC Heidenheim;9;133;3354;25.218045112782;14;0.105263157894737;6;0.0451127819548872;4;0.0300751879699248;1;0.0075187969924812;0.9;60.3;0.8;1;0;0;0
Kialonda Gaspar;Esmevânio Kialonda Gaspar;;27;193;Lecce;4;44;3881;88.2045454545455;1;0.0227272727272727;1;0.0227272727272727;12;0.272727272727273;0;0;0.7;84;3.5;0;0;1;0
Nikola Krstovic;;Montenegro;24;185;Lecce;9;53;3900;73.5849056603774;9;0.169811320754717;3;0.0566037735849057;4;0.0754716981132075;1;0.0188679245283019;3;66.9;2.4;1;0;0;0
Antonino Gallo;;Italy;24;183;Lecce;25;78;5929;76.0128205128205;0;0;5;0.0641025641025641;6;0.0769230769230769;2;0.0256410256410256;0.4;73;0.7;0;0;1;0
Frédéric Guilbert;;France;29;178;Lecce;12;262;21575;82.3473282442748;6;0.0229007633587786;17;0.0648854961832061;50;0.190839694656489;4;0.0152671755725191;0.5;75.3;1.7;0;1;1;0
Wladimiro Falcone;;Italy;29;195;Lecce;30;100;8955;89.55;0;0;0;0;6;0.06;0;0;0;55.9;0.2;0;0;0;1
Patrick Dorgu;;Denmark;20;185;Lecce;13;46;2627;57.1086956521739;5;0.108695652173913;0;0;7;0.152173913043478;1;0.0217391304347826;0.9;82.5;1;0;1;1;0
Hamza Rafia;;Tunisia;25;180;Lecce;8;62;2661;42.9193548387097;2;0.032258064516129;0;0;12;0.193548387096774;0;0;0.6;76.7;0.3;0;1;0;0
Ylber Ramadani;;;28;185;Lecce;20;101;8350;82.6732673267327;2;0.0198019801980198;4;0.0396039603960396;24;0.237623762376238;0;0;0.9;81.4;1.1;0;1;0;0
Federico Baschirotto;;Italy;28;184;Lecce;6;86;7705;89.593023255814;3;0.0348837209302326;1;0.0116279069767442;11;0.127906976744186;1;0.0116279069767442;0.5;80.5;2.5;0;0;1;0
Medon Berisha;;;21;186;Lecce;5;11;324;29.4545454545455;0;0;0;0;1;0.0909090909090909;0;0;0.7;82;0.2;0;1;0;0
Santiago Pierotti;;Argentina;23;189;Lecce;50;96;4460;46.4583333333333;5;0.0520833333333333;2;0.0208333333333333;10;0.104166666666667;1;0.0104166666666667;0.8;72.1;1.4;1;1;0;0
Lameck Banda;;Zambia;23;169;Lecce;22;81;3867;47.7407407407407;4;0.0493827160493827;7;0.0864197530864198;15;0.185185185185185;1;0.0123456790123457;1.3;78.3;0.2;0;1;0;0
Ante Rebic;;Croatia;31;185;Lecce;3;261;14245;54.5785440613027;49;0.187739463601533;27;0.103448275862069;57;0.218390804597701;4;0.0153256704980843;1.5;62.2;0.9;1;1;0;0
Lassana Coulibaly;;Mali;28;183;Lecce;29;215;14543;67.6418604651163;6;0.027906976744186;9;0.0418604651162791;35;0.162790697674419;1;0.00465116279069767;0.6;82.5;0.9;0;1;0;0
Rémi Oudin;;France;27;185;Lecce;10;204;12123;59.4264705882353;28;0.137254901960784;18;0.0882352941176471;19;0.0931372549019608;0;0;1.5;68.6;0.7;1;1;0;0
Andy Pelmard;;France;24;181;Lecce;2;74;5600;75.6756756756757;0;0;0;0;4;0.0540540540540541;0;0;0.1;87.5;0.6;0;0;1;0
Balthazar Pierret;;France;24;186;Lecce;75;11;522;47.4545454545455;0;0;0;0;1;0.0909090909090909;0;0;0.2;88.2;0.5;0;1;0;0
Tete Morente;José Antonio Morente Oliva;Spain;27;180;Lecce;7;103;6119;59.4077669902913;9;0.087378640776699;8;0.0776699029126214;15;0.145631067961165;0;0;1;79;0.8;0;1;0;0
Nicola Sansone;;Italy;33;175;Lecce;11;342;18788;54.9356725146199;56;0.16374269005848;38;0.111111111111111;50;0.146198830409357;2;0.00584795321637427;1.5;79.4;0.2;1;1;0;0
Gaby Jean;;France;24;191;Lecce;19;2;19;9.5;0;0;0;0;0;0;0;0;0;100;0.5;0;0;1;0
Mohamed Kaba;;France;23;185;Lecce;77;24;1402;58.4166666666667;0;0;0;0;2;0.0833333333333333;1;0.0416666666666667;0.6;80.1;0.9;0;1;0;0
Filip Marchwinski;;Poland;22;187;Lecce;36;7;365;52.1428571428571;0;0;0;0;1;0.142857142857143;0;0;0.3;80.4;0.3;0;1;0;0
Moise Kean;;Italy;24;183;Fiorentina;20;220;9337;42.4409090909091;53;0.240909090909091;5;0.0227272727272727;28;0.127272727272727;2;0.00909090909090909;1.4;76.5;0.6;1;1;0;0
David de Gea;;Spain;34;192;Fiorentina;43;583;52476;90.0102915951973;0;0;1;0.00171526586620926;9;0.0154373927958834;0;0;0;62.2;0.1;0;0;0;1
Dodô;Domilson Cordeiro Dos Santos;;25;166;Fiorentina;2;134;10362;77.3283582089552;4;0.0298507462686567;8;0.0597014925373134;18;0.134328358208955;2;0.0149253731343284;0.4;81.9;0.6;0;1;1;0
